row_operation,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Viking Clampdown III_,NA
Operation Viking Hammer_Q1678616,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Viking Hammer_Q1678616,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Viking Snatch_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Viper Pursuit_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Vipers Bite_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Warhorse Whirlwind_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Warrior_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Warrior Resolve_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Waterfront_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation White House_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation White Rockets_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation White Shield_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wickersham_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wickersham II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wickersham III_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation William Wallace_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Winston-Salem_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolf Pursuit_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolf Stalk II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolfhound Fury_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolfhound Fury II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolfhound Jab_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolfhound Power_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolfhound Trap II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolfpack Crunch_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolverine_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolverine Alesia_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wolverine Feast_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Wonderland_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Woodshed_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Woodstock_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Yellow Stone_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Yorktown_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Yukon River_,NA
2003 Mosul raid_Q65074171,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 Mosul raid_Q65074171,NA,NA
2008 Abu Kamal raid_Q553332,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2008 Abu Kamal raid_Q553332,NA,NA
Battle of Al-Qa'im_Q1975663,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of Al-Qa'im_Q1975663,NA,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of BIAP (2004)_Q18639119,NA,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of Diwaniya_Q4870879,NA,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of Donkey Island_Q4870899,NA,NA
Battle of Haifa Street_Q4871175,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of Haifa Street_Q4871175,NA,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of Mosul (2004)_Q4871794,NA,NA
Battle of Najaf (2004)_Q2889462,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of Najaf (2004)_Q2889462,NA,NA
Battle of Ramadi (2006)_Q2889747,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of Ramadi (2006)_Q2889747,NA,NA
Battle of Samarra (2004)_Q4087318,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of Samarra (2004)_Q4087318,NA,NA
Battle of Tal Afar (2005)_Q972831,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of Tal Afar (2005)_Q972831,NA,NA
Battle of the Palm Grove_Q4872982,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of the Palm Grove_Q4872982,NA,NA
Battle of Turki_Q4872608,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Battle of Turki_Q4872608,NA,NA
Battle of Baqubah_Q2237337,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Diyala campaign_Q2935362,Battle of Baqubah_Q2237337,NA
Operation Augurs of Prosperity_Q3354646,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Diyala campaign_Q2935362,Operation Augurs of Prosperity_Q3354646,NA
Operation Spear_Q7097569,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,History of Iraq (2003–11)_Q6722016,Operation Spear_Q7097569,NA
Operation Squeeze Play_Q7097575,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,History of Iraq (2003–11)_Q6722016,Operation Squeeze Play_Q7097575,NA
Operation Swarmer_Q477040,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,History of Iraq (2003–11)_Q6722016,Operation Swarmer_Q477040,NA
Operation Tiger Hammer_Q7097639,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,History of Iraq (2003–11)_Q6722016,Operation Tiger Hammer_Q7097639,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq spring fighting of 2004_Q6067924,Battle of Al Kut_Q4870238,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq spring fighting of 2004_Q6067924,Battle of Husaybah (2004)_Q4871257,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq spring fighting of 2004_Q6067924,Battle of Ramadi (2004)_Q4872157,NA
First Battle of Fallujah_Q1537159,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq spring fighting of 2004_Q6067924,First Battle of Fallujah_Q1537159,NA
Iraq spring fighting of 2008_Q6067932,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq spring fighting of 2008_Q6067932,NA,NA
Operation Al Majid_Q7096735,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq War in Anbar Province_Q6067801,Operation Al Majid_Q7096735,NA
Operation Sayeed_Q7097502,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq War in Anbar Province_Q6067801,Operation Sayeed_Q7097502,Battle of Haditha_Q4871173
Operation Sayeed_Q7097502,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq War in Anbar Province_Q6067801,Operation Sayeed_Q7097502,Operation Constitution Hammer_NA
Operation Sayeed_Q7097502,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq War in Anbar Province_Q6067801,Operation Sayeed_Q7097502,Operation Cyclone_
Operation Sayeed_Q7097502,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq War in Anbar Province_Q6067801,Operation Sayeed_Q7097502,Operation Green Light_
Operation Sayeed_Q7097502,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq War in Anbar Province_Q6067801,Operation Sayeed_Q7097502,Operation Guardian Sword_
Operation Sayeed_Q7097502,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq War in Anbar Province_Q6067801,Operation Sayeed_Q7097502,Operation Iron Fist_
Operation Sayeed_Q7097502,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Iraq War in Anbar Province_Q6067801,Operation Sayeed_Q7097502,Operation Iron Hammer_
